id|carrera|plan|fecha_ingreso|calidad|localidad_nacimiento|colegio_secundario|titulo_secundario
2590|206|S95|01/04/2001|P|CUTRAL-CO|||
2443|206|S95|01/04/2001|E|OLAVARRIA|ESCUELA DE EDUCACION MEDIA NRO. 6 CORONEL OLAVARRIA|Bachiller con Orientación en Ciencias Exactas y Naturales|
2445|207|1997|01/04/2001|P|BENITO JUAREZ|||
2446|206|S95|01/04/2001|P|MAR DEL PLATA|INSTITUTO CARLOS TEJEDOR|BACHILLER CON ORIENTACION EN CS. EXACTAS Y NATURALES|
2483|203|1999|01/04/2001|P|TANDIL|||
2595|206|S95|01/04/2001|P|OLAVARRIA|||
2689|206|S95|01/04/2001|P|MAR DEL PLATA|ESCUELA DE ENSEÑANZA MEDIA JESUS REDENTOR|BACHILLER COMERCIAL|
2485|206|S95|01/04/2001|P|NEUQUEN|||
2490|206|S95|01/04/2001|P|OLAVARRIA|ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN|TÉCNICO EN COMPUTACION|
2490|212|2007|05/09/2007|P|OLAVARRIA|ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN|TÉCNICO EN COMPUTACION|
2613|206|S95|01/04/2001|P|PERGAMINO|ESCUELA AGROTECNICA 25 DE MAYO ||
2477|206|S95|01/04/2001|N|CIUDAD DEL ESTE|||
2618|204|2003|01/04/2001|E|TANDIL|MONS. AMERICO ORZALI|TÉCNICO QUIMICO|
2631|206|S95|01/04/2001|E|OLAVARRIA|VICTORINA L. DE NAVARRO|PERITO MERCANTIL|
3008|210|2000|28/11/2002|N|OLAVARRIA||PERITO MERCANTIL|
3016|210|2000|28/11/2002|E|SARMIENTO|VICTORINA L. DE NAVARRO|Bachiller Modalidad Humanidades y Ciencias Sociales|
3034|210|2000|01/04/2003|P|OLAVARRIA|ESCUELA JUAN PABLO ECHAGUE|PERITO MERCANTIL|
3052|210|2000|02/04/2003|N|OLAVARRIA|J. L. BORGES|BACHILLER CON ORIENTACION EN CIENCIAS SOCIALES|
3087|206|S95|09/04/2003|N|OLAVARRIA|ANTONIO QUARANTA Nº79||
3102|201|1999|10/04/2003|P|TANDIL|ALFONSINA STORNI|PERITO MERCANTIL|
3108|206|S95|11/04/2003|E|LA PLATA|ESCUELA DE MINAS E INDUSTRIAL DE SAN JUAN|BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS|
3108|212|2007|26/02/2010|P|LA PLATA|ESCUELA DE MINAS E INDUSTRIAL DE SAN JUAN|BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS|
3142|206|S95|15/04/2003|P|VILLA BALLESTER|ESCUELA||
3142|204|2003|01/03/2004|P|VILLA BALLESTER|ESCUELA||
3164|209|1998|16/04/2003|N|TANDIL|COLEGIO SECUNDARIO CAPITAN DE FRAGATA CARLOS MARIA MOYANO||
3160|206|S95|16/04/2003|E|CORONEL SUAREZ|ESCUELA DE EDUCACION MEDIA Nº 3 DR. MARIANO MORENO|Bachiller Modalidad Economía y Gestión de las Organizaciones|
3177|206|S95|16/04/2003|P|TANDIL|PBRO. FRANCISCO PEREZ HERNANDEZ|BACHILLER CON ORIENTACION EN CIENCIAS NATURALES|
3177|212|2007|08/02/2011|P|TANDIL|PBRO. FRANCISCO PEREZ HERNANDEZ|BACHILLER CON ORIENTACION EN CIENCIAS NATURALES|
3178|206|S95|16/04/2003|E|AZUL|COLEGIO SANTO DOMINGO||
3186|206|S95|16/04/2003|N|MAR DEL PLATA|||
3188|206|S95|16/04/2003|E|MAR DEL PLATA|COLEGIO EL TRANSITO|BACHILLER MODALIDAD BIENES Y SERVICIOS|
3199|209|1998|21/04/2003|N|TANDIL|COLEGIO SECUNDARIO CAPITAN DE FRAGATA CARLOS MARIA MOYANO|BACHILLER EN CIENCIAS NATURALES|
3222|206|S95|21/04/2003|N|LAPRIDA|||
3222|212|2007|08/03/2010|P|LAPRIDA|||
3207|206|S95|21/04/2003|E||J. L. BORGES|BACHILLER CON ORIENTACION EN CIENCIAS NATURALES|
3211|206|S95|21/04/2003|E|TANDIL|ALFONSINA STORNI|BACHILLER|
3217|206|S95|21/04/2003|P|TANDIL|COLEGIO NACIONAL PROFESOR FROILAN FERRERO|PERITO MERCANTIL|
3279|206|S95|22/04/2003|P|TANDIL|ALFONSINA STORNI||
3278|206|S95|22/04/2003|N|Ciudad Autónoma de Buenos Aires|||
3218|206|S95|23/04/2003|A||ESCUELA NORMAL SUPERIOR SARMIENTO|TÉCNICO MECANICO ELECTRICISTA|
3324|206|1995|01/04/2004|P|NECOCHEA|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|TÉCNICO SUPERIOR EN ELECTRONICA|
3335|201|2004|01/04/2004|P|TANDIL|ESCUELA DE COMERCIO GENERAL SAN MARTIN|BACHILLER CON ORIENTACION EN CIENCIAS NAT., SALUD Y AMB.|
3338|206|1995|01/04/2004|P|ROQUE PEREZ|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|TÉCNICO EN COMPUTACION|
3339|206|1995|01/04/2004|P|TANDIL||TÉCNICO EN COMPUTACION|
3341|206|1995|01/04/2004|P|Ciudad Autónoma de Buenos Aires|COLEGIO NACIONAL SUPERIOR Nº 1|ECONOMÍA Y GESTIÓN DE LAS ORGANIZACIONES|
3360|206|1995|01/04/2004|P|TANDIL|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|ECONOMÍA Y GESTIÓN DE LAS ORGANIZACIONES|
3360|213|2014|08/03/2021|P|TANDIL|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|ECONOMÍA Y GESTIÓN DE LAS ORGANIZACIONES|
3362|206|1995|01/04/2004|A|BALCARCE|ESCUELA POLIMODAL Nº 3 CARMELO SANCHEZ|BACHILLER CON ORIENTACION EN CS. EXACTAS Y NATURALES|
3389|206|1995|01/04/2004|P|AZUL|ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN|BACHILLER|
3399|206|1995|01/04/2004|P|AZUL|ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN|PERITO ADMINISTRATIVO CONTABLE|
3404|206|1995|01/04/2004|A|MAR DEL PLATA|COLEGIO CARLOS SAAVEDRA LAMAS|Bachiller Modalidad Humanidades y Ciencias Sociales|
3405|205|2004|01/04/2004|P|Ciudad Autónoma de Buenos Aires|COLEGIO SECUNDARIO JORGE LUIS BRGES|BACHILLER CON ORIENTACION EN CIENCIAS NATURALES|
3411|206|1995|01/04/2004|P|NECOCHEA|COLEGIO NACIONAL Nº1 DE ROSARIO DOMINGO FAUSTINO SARMIENTO|BACHILLER COMUN|
3416|201|2004|01/04/2004|P|MAR DEL PLATA|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|TÉCNICO ELECTROMECANICO|
3448|206|1995|01/04/2004|E|MAR DEL PLATA|COLEGIO EL TRANSITO|ARTE, DISEÑO Y COMUNICACIONES|
3464|206|1995|16/04/2004|P|AZUL|ESCUELA DE COMERCIO L.G.S.M.||
3489|206|1995|19/04/2004|P|TRENQUE LAUQUEN|||
3507|206|1995|21/04/2004|A|MAR DEL PLATA|PROFESOR JAVIER FROILAN FERRERO||
3518|211|2004|26/04/2004|P|Ciudad Autónoma de Buenos Aires|||
3520|211|2004|23/04/2004|P|MAR DEL PLATA||BACHILLER CON ORIENTACION DOCENTE|
3524|206|1995|23/04/2004|P|MAR DEL PLATA|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO||
3539|206|1995|26/04/2004|P|TARTAGAL|COL. NACIONAL MONS. DR. PABLO CABRERA||
3546|211|2004|26/04/2004|P|SAN FERNANDO DEL VALLE DE CATAMARCA|ESC. NORMAL REGIONAL GENERAL SAN MARTIN||
3551|206|1995|26/04/2004|P|MAR DEL PLATA|COLEGIO NACIONALNº 3 EXODO JUJEÑO|BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.|
3556|206|1995|26/04/2004|P|MAR DEL PLATA|ESCUELA INSDUSTRIAL Nº 5||
3557|211|2004|26/04/2004|P|TANDIL||BACHILLER CON ORIENTACION ARTISTICA|
3600|206|1995|21/03/2005|E||COLEGIO NACIONAL BARTOLOME MITRE|BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS|
3608|206|1995|21/03/2005|P|AYACUCHO|ANGEL DOMINGO ROJAS||
3626|206|1995|21/03/2005|P|MIRAMAR|ESC. SAN JUAN DE LA FRONTERA||
3626|212|2007|04/03/2010|P|MIRAMAR|ESC. SAN JUAN DE LA FRONTERA||
3630|206|1995|21/03/2005|P|TRES ARROYOS|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO||
3660|206|1995|23/03/2005|P|OLAVARRIA|COLEGIO POVINCIAL DE CHIMBAS||
3664|204|2003|23/03/2005|P|TRES ARROYOS|COLEGIO BERNARDO O'HIGGINS COQUIMBO||
3666|206|1995|29/03/2005|P|TAPALQUE|DINEA C.E.N.S. 210||
3667|205|2004|29/03/2005|E|SALTA|ESCUELA TECNICA Nº 1 ING. M. A. ELPUERTO|Bachiller Modalidad Prod. de Bienes y Serv. y Técnico en Inf. Personal y Prof.|
3667|201|2004|19/04/2005|E|SALTA|ESCUELA TECNICA Nº 1 ING. M. A. ELPUERTO|Bachiller Modalidad Prod. de Bienes y Serv. y Técnico en Inf. Personal y Prof.|
3676|206|1995|29/03/2005|E|MAR DEL PLATA|ESCUELA INSDUSTRIAL Nº 5||
3679|201|2004|29/03/2005|P|TANDIL|ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN|BACHILLER CON ESPECIALIZACION EN ADM. CONTABLE|
3681|206|1995|29/03/2005|E|OLAVARRIA|ESCUELA DE EDUCACION TECNICA NRO.2 LUCIANO FORTABAT|Bachiller Modalidad Prod. de Bienes y Serv. y Técnico en Inf. Personal y Prof.|
3685|201|2004|29/03/2005|P||ESCUELA DE COMERCIO EUSEBIO DE JESUS DOJORTI||
3685|205|2004|01/06/2005|A||ESCUELA DE COMERCIO EUSEBIO DE JESUS DOJORTI||
3692|206|1995|30/03/2005|P|MAR DEL PLATA|COLEGIO NACIONAL GRAL. MANUEL BELGRANO||
3699|206|1995|30/03/2005|P|MAR DEL PLATA|ESCUELA DE EDUCACION TECNICA NRO. 2|Bachiller Modalidad Prod. de Bienes y Serv. y Técnico en Inf. Personal y Prof.|
3699|213|2014|04/02/2016|E|MAR DEL PLATA|ESCUELA DE EDUCACION TECNICA NRO. 2|Bachiller Modalidad Prod. de Bienes y Serv. y Técnico en Inf. Personal y Prof.|
3701|201|2004|30/03/2005|E|TANDIL|PROFESOR JAVIER FROILAN FERRERO|BACHILLER MODALIDAD ARTE, DISEÑO Y COMUNICACION |
3701|205|2004|01/06/2005|P|TANDIL|PROFESOR JAVIER FROILAN FERRERO|BACHILLER MODALIDAD ARTE, DISEÑO Y COMUNICACION |
3701|203|2009|23/03/2010|P|TANDIL|PROFESOR JAVIER FROILAN FERRERO|BACHILLER MODALIDAD ARTE, DISEÑO Y COMUNICACION |
3701|213|2014|11/03/2022|A|TANDIL|PROFESOR JAVIER FROILAN FERRERO|BACHILLER MODALIDAD ARTE, DISEÑO Y COMUNICACION |
3721|209|2006|05/04/2005|E|MAR DEL PLATA|ESCUELA DE EDUCACION MEDIA NRO.2 FLORENTINO AMEGHINO|Bachiller Modalidad Ciencias Naturales|
3731|205|2004|05/04/2005|P|TANDIL|ESCUELA EXPERIMENTAL FEMENINA||
3731|206|1995|05/04/2005|P|TANDIL|ESCUELA EXPERIMENTAL FEMENINA||
3731|201|2004|04/03/2008|P|TANDIL|ESCUELA EXPERIMENTAL FEMENINA||
3739|206|1995|08/04/2005|N|BELL VILLE|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO||
3739|212|2007|19/09/2007|P|BELL VILLE|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO||
3756|206|1995|08/04/2005|P|TANDIL|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO||
3756|208|2010|02/03/2016|P|TANDIL|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO||
3757|201|2004|08/04/2005|P||ANGEL DOMINGO ROJAS||
3757|205|2004|10/04/2012|P||ANGEL DOMINGO ROJAS||
3758|201|2004|08/04/2005|P|ORENSE|COL. NACIONAL MONS. DR. PABLO CABRERA||
3759|206|1995|08/04/2005|P|HURLINGHAM|ESCUELA AGROTECNICA AGROTECNICA SARMIENTO||
3785|201|2004|23/06/2005|P|SAN JUAN|ESC. N.M. GRAL. SAN MARTIN||
3793|211|2004|07/04/2006|P|TRES ARROYOS|ESCUELA TECNICA OBRERO ARGENTINO|BACHILLER CON ORIENTACION DOCENTE|
3811|206|1995|07/04/2006|E|MAR DEL PLATA|ESCUELA TECNICA Nº 5|Bachiller Modalidad Economía y Gestión de las Organizaciones|
3839|206|1995|07/04/2006|E||ESCUELA DE EDUCACION MEDIA Nº 8|Bachiller Modalidad Ciencias Naturales|
3846|201|2004|07/04/2006|N|NECOCHEA|ESC. NORMAL REGIONAL GENERAL SAN MARTIN|Bachiller Modalidad Economía y Gestión de las Organizaciones|
3846|205|2004|05/02/2008|N|NECOCHEA|ESC. NORMAL REGIONAL GENERAL SAN MARTIN|Bachiller Modalidad Economía y Gestión de las Organizaciones|
3846|213|2014|11/05/2018|P|NECOCHEA|ESC. NORMAL REGIONAL GENERAL SAN MARTIN|Bachiller Modalidad Economía y Gestión de las Organizaciones|
3854|206|1995|18/04/2006|E|TANDIL|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO||
3880|206|1995|19/04/2006|A|MAR DEL PLATA|COLEGIO INMACULADA|Bachiller Modalidad Economía y Gestión de las Organizaciones|
3882|206|1995|19/04/2006|P|MAR DEL PLATA|ESCUELA INSDUSTRIAL Nº 5||
3885|206|1995|19/04/2006|P|TANDIL|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS|
3891|206|1995|19/04/2006|P|MAR DEL PLATA|E.P.E.T.Nº1 ING. ROGELIO BOERO|Bachiller Modalidad Humanidades y Ciencias Sociales|
3918|211|2004|27/04/2006|E|AZUL|ESCUELA DE COMERCIO L.G.S.M.|BACHILLER CON ORIENTACION EN GEST. Y ADMINISTRACION|
3930|211|2004|27/04/2006|P|BAHIA BLANCA|COLEGIO NACIONAL NICOLAS AVELLANEDA|PERITO MERCANTIL NACIONAL|
3952|206|1995|27/04/2006|E|GENERAL MADARIAGA|COLEGIO PROVINCIAL SUPERIOR Nº 1 DE RAWSON||
3952|212|2007|30/03/2010|P|GENERAL MADARIAGA|COLEGIO PROVINCIAL SUPERIOR Nº 1 DE RAWSON||
3963|206|1995|27/04/2006|E|BALCARCE|ESCUELA POLIMODAL Nº 1 GRAL. ANTONIO GONZALEZ BALCARCE|Bachiller Modalidad Ciencias Naturales|
3964|206|1995|27/04/2006|P|TANDIL|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO||
3965|206|1995|27/04/2006|E|MAR DEL PLATA|ESCUELA DE EDUCACION TECNICA NRO. 2|Bachiller Modalidad Prod. de Bienes y Serv. y Técnico en Inf. Personal y Prof.|
3967|206|1995|27/04/2006|P|MAR DEL PLATA|ESCUELA DE COMERCIO GENERAL SAN MARTIN||
3967|213|2014|15/02/2019|P|MAR DEL PLATA|ESCUELA DE COMERCIO GENERAL SAN MARTIN||
3997|211|2004|27/04/2006|P||ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN|BACHILLER|
4002|206|1995|27/04/2006|P|MAR DEL PLATA|ESCUELA INDUSTRIAL DE LA NACION C.S. MENDOZA||
4004|206|1995|27/04/2006|P|TANDIL|ESCUELA DE COMERCIO EUSEBIO DE JESUS DOJORTI||
4004|212|2007|09/04/2012|P|TANDIL|ESCUELA DE COMERCIO EUSEBIO DE JESUS DOJORTI||
4027|205|2004|08/05/2006|P|Indeterminada|ESC. V. SARSFIELD MENDOZA||
4044|206|1995|19/03/2007|P|NECOCHEA|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|Bachiller Modalidad Ciencias Naturales|
4050|206|1995|19/03/2007|P|NECOCHEA|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS|
4071|206|1995|20/03/2007|P|SAN SALVADOR DE JUJUY|EPET N 5|Bachiller Modalidad Economía y Gestión de las Organizaciones|
4069|206|1995|20/03/2007|P|TANDIL|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO||
4090|206|1995|21/03/2007|P|Lima|I.E.P. TRILCE MARSANO||
4089|206|1995|21/03/2007|P|MAR DEL PLATA|ESCUELA INDUSTRIAL DE LA NACION C.S. MENDOZA|BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS|
4112|206|1995|22/03/2007|P|MAR DEL PLATA|COLEGIO SANTO DOMINGO||
4127|206|1995|22/03/2007|P|MAR DEL PLATA|EL TRANSITO DE NUESTRA SEÑORA||
4130|206|1995|22/03/2007|P|Indeterminada|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO||
4120|206|1995|22/03/2007|P|ADOLFO GONZALES CHAVES|COLEGIO INGLES CATOLICO||
4115|206|1995|23/03/2007|E||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO||
4121|204|2003|23/03/2007|E||ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN||
4121|206|1995|26/03/2007|P||ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN||
4134|206|1995|23/03/2007|N|LA PLATA|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO||
4136|206|1995|23/03/2007|P|Ciudad Autónoma de Buenos Aires|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO||
4136|209|1998|23/03/2007|N|Ciudad Autónoma de Buenos Aires|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO||
4133|206|1995|23/03/2007|P|NECOCHEA|COLEGIO NACIONALNº 3 EXODO JUJEÑO||
4140|206|1995|23/03/2007|E|MAR DEL PLATA|ESCUELA TECNICA Nº 3 DOMINGO F SARMIENTO|Bachiller Modalidad Prod. de Bienes y Serv. y Técnico en Inf. Personal y Prof.|
4141|206|1995|23/03/2007|P|TANDIL|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO||
4154|206|1995|27/03/2007|P|OLAVARRIA|ESCUELA DE EDUCACION MEDIA NRO. 6 CORONEL OLAVARRIA|BACHILLER EN CIENCIAS NATURALES|
4154|213|2014|23/03/2021|A|OLAVARRIA|ESCUELA DE EDUCACION MEDIA NRO. 6 CORONEL OLAVARRIA|BACHILLER EN CIENCIAS NATURALES|
4172|207|1997|27/03/2007|P|AYACUCHO|ANGEL DOMINGO ROJAS|Bachiller Modalidad Economía y Gestión de las Organizaciones|
4173|206|1995|27/03/2007|P|CORONEL VIDAL|ESCUELA INSDUSTRIAL Nº 5||
4190|203|2006|27/03/2007|P|TANDIL|ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN||
4233|206|1995|02/05/2007|P|BAHIA BLANCA|ESCUELA INDUSTRIAL Nº4 CENTRO DE CAPACITACION TECNICA Nº5||
4236|206|1995|08/05/2007|E||ESCUELA NORMAL NACIONAL REGIONAL GRAL. SAN MARTIN||
4238|206|1995|22/05/2007|P|TANDIL|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS|
4248|206|1995|14/03/2008|P|TRES ARROYOS|ESCUELA TECNICA OBRERO ARGENTINO|BACHILLER EN HUMANIDADES Y CS SOCIALES|
4253|206|1995|14/03/2008|P|TRENQUE LAUQUEN|ESCUELA DE FRUTICULTURA Y ENOLOGIA|Bachiller Modalidad Ciencias Naturales|
4265|206|1995|14/03/2008|E|OLAVARRIA|INSTITUTO PRIVADO JOSÉ MANUEL ESTRADA DIPREGEP 4543|Bachiller Modalidad Economía y Gestión de las Organizaciones|
4271|211|2004|14/03/2008|P|SAN SALVADOR DE JUJUY|ESCUELA DE EDUCACION TECNICA Nº 1 ING. ROGELIO BOERO|BACHILLER|
4276|206|1995|14/03/2008|E|OLAVARRIA|INSTITUTO SANTA TERESA|Bachiller Modalidad Humanidades y Ciencias Sociales|
4296|203|2009|14/03/2008|E||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO||
4299|206|1995|14/03/2008|E|MAR DEL PLATA|ESCUELA TECNICA Nº 3 DOMINGO F SARMIENTO|Bachiller Modalidad Prod. de Bienes y Serv. y Técnico en Inf. Personal y Prof.|
4309|206|1995|14/03/2008|N|TANDIL|COLE. NACIONAL||
4309|213|2014|28/02/2018|P|TANDIL|COLE. NACIONAL||
4319|201|2004|14/03/2008|P|OLAVARRIA|COLEGIO NACIONAL MELITON CARVAJAL||
4332|206|1995|14/03/2008|P|MAR DEL PLATA|ESCUELA INSDUSTRIAL Nº 5|BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS|
4337|206|1995|14/03/2008|P|OLAVARRIA|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|BACHILLER CON ORIENTACION EN PROD. DE BS. Y SERV.|
4341|206|1995|14/03/2008|P|NECOCHEA|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|BACHILLER CON ORIENTACION EN PROD. DE BS. Y SERV.|
4358|206|1995|14/03/2008|P|BOLIVAR|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|BACHILLER CON ORIENTACION EN PROD. DE BS. Y SERV.|
4373|206|1995|18/03/2008|P|TANDIL|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO||
4381|211|2004|14/03/2008|P|SALADILLO|ESCUELA COMERCIAL FEMENINA SANTA MARIA G 19|BACHILLER CON ORIENTACION EN GEST. Y ADMINISTRACION|
4399|211|2004|14/03/2008|P|SALADILLO|ESCUELA COMERCIAL FEMENINA SANTA MARIA G 19|PERITO MERCANTIL|
4412|211|2004|14/03/2008|E|BRAGADO|ESCUELA DE COMERCIO AMERICA|Bachiller Modalidad Ciencias Naturales|
4414|211|2004|14/03/2008|P|SALADILLO|COLEGIO MONSEÑOR JOSE AMERICO ORZALI|BACHILLER NACIONAL BILINGÜE EN CIENCIAS Y LETRAS|
4422|206|1995|07/04/2008|P|MAR DEL PLATA|ESCUELA DE AGRICULTURA Y GANADERIA DE LA NACION||
4428|206|1995|07/04/2008|P|TANDIL|ESCUELA NACIONAL ERNESTO SABATO||
4428|212|2007|12/02/2010|P|TANDIL|ESCUELA NACIONAL ERNESTO SABATO||
4428|217|2019|22/02/2022|A|TANDIL|ESCUELA NACIONAL ERNESTO SABATO||
4477|206|1995|07/04/2008|P|AYACUCHO|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.|
4477|212|2007|31/03/2011|P|AYACUCHO|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.|
4498|206|1995|07/04/2008|P|GENERAL ROCA|E.N.E.T. Nº 4||
4502|206|1995|07/04/2008|P|TANDIL|COLEGIO SANTO DOMINGO||
4502|212|2007|15/02/2010|P|TANDIL|COLEGIO SANTO DOMINGO||
4530|206|1995|07/05/2008|P|PUERTO MADRYN|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO||
4567|206|1995|27/02/2009|E|TANDIL|COLEGIO SAN IGNACIO|Bachiller Modalidad, Economía y Gest. de las Org. con Orientación en Gestión Amb|
4567|207|1997|10/03/2009|P|TANDIL|COLEGIO SAN IGNACIO|Bachiller Modalidad, Economía y Gest. de las Org. con Orientación en Gestión Amb|
4568|206|1995|27/02/2009|P|MAR DEL PLATA|COLEGIO INMACULADA||
4583|206|1995|05/03/2009|P|LANUS|ESCUELA INDUSTRIAL DE LA NACION C.S. MENDOZA||
4611|206|1995|13/03/2009|E||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO||
4618|206|1995|17/03/2009|P|BALCARCE|ESCUELA DE COMERCIO NICOLAS ECHEVERRIA||
4629|206|1995|17/03/2009|E||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO||
4637|201|2004|17/03/2009|P|GENERAL LAMADRID|ESCUELA EXPERIMENTAL DE NIVEL MEDIO DIVISADERO Y ANEXO LOS BERROS||
4637|205|2004|17/03/2009|P|GENERAL LAMADRID|ESCUELA EXPERIMENTAL DE NIVEL MEDIO DIVISADERO Y ANEXO LOS BERROS||
4638|206|1995|20/03/2009|P|TANDIL|ESC.PROV.DE NV.MED.TTECNEL DE MNA LUIS PIEDRABUENA|BACHILLER MODALIDAD COMUNICACION, ARTE Y DISEÑO|
4640|206|1995|20/03/2009|E|NECOCHEA|ESCUELA POLIMODAL Nº 7|Bachiller Mod. Economía y Gest. de las Org. y Técnico en Inf. Personal y Prof.|
4656|206|1995|26/03/2009|E|MAR DEL PLATA|COLEGIO ALFRED NOBEL (ex 9015)|Bachiller Modalidad Humanidades y Ciencias Sociales|
4663|201|2004|26/03/2009|E||ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN||
4663|205|2004|26/03/2009|P||ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN||
4663|208|2010|07/03/2013|P||ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN||
4663|206|2011|02/03/2016|P||ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN||
4675|206|1995|27/03/2009|E|TANDIL|INSTITUTO SAGRADA FAMILIA|Bachiller Modalidad Economía y Gestión de las Organizaciones|
4706|206|1995|21/04/2009|N|TANDIL|ESCUELA NACIONAL ERNESTO SABATO||
4706|201|2004|24/02/2010|P|TANDIL|ESCUELA NACIONAL ERNESTO SABATO||
4710|206|1995|28/04/2009|P|MAR DEL PLATA|COLEGIO NACIONAL DR DIEGO DE SALINAS||
4719|206|1995|07/05/2009|P|MAR DEL PLATA|ESCUELA INSDUSTRIAL Nº 5||
4724|211|2004|22/03/2010|P|SAN MARTIN|NACIONAL SUPERIOR Nº 1 DE RAWSON||
4728|206|1995|22/03/2010|N|TANDIL|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO||
4728|213|2014|04/02/2020|P|TANDIL|ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO||
4756|206|1995|22/03/2010|E||ESCUELA COMERCIAL DIURNA ANEXA AL I.S.P.||
4777|206|1995|26/03/2010|N|AZUL|COLEGIO NACIONAL PROFESOR FROILAN FERRERO||
4777|213|2014|30/08/2021|A|AZUL|COLEGIO NACIONAL PROFESOR FROILAN FERRERO||
4785|206|1995|26/03/2010|P|Indeterminada|ESC. SUPERIOR SARMIENTO||
4785|212|2007|14/02/2014|P|Indeterminada|ESC. SUPERIOR SARMIENTO||
4785|213|2014|07/03/2017|P|Indeterminada|ESC. SUPERIOR SARMIENTO||
4786|204|2003|26/03/2010|P||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO||
4786|205|2004|26/03/2010|E||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO||
4789|206|1995|26/03/2010|P|TANDIL|ESCUELA DE COMERCIO EUSEBIO DE JESUS DOJORTI||
4791|205|2004|26/03/2010|P|SAN JUSTO|ESCUELA DE COMERCIO L.G.S.M.|Bachiller Modalidad Economía y Gestión de las Organizaciones|
4805|211|2004|26/03/2010|E|LIBERTADOR GENERAL SAN MARTIN|INSTITUTO TECNICO INGENIERO HERMINIO ARRIETA|TÉCNICO ELECTRONICO|
